words,attribution,abs_attribution
would,-7.349968752767901e-06,7.349968752767901e-06
probably,-8.764792727483483e-05,8.764792727483483e-05
`,1.4375813859060958e-06,1.4375813859060958e-06
=,1.6083708933316665e-05,1.6083708933316665e-05
=,1.6083708933316665e-05,1.6083708933316665e-05
no,1.2434095065348297e-06,1.2434095065348297e-06
problem,1.2919688370536474e-05,1.2919688370536474e-05
=,1.6083708933316665e-05,1.6083708933316665e-05
=,1.6083708933316665e-05,1.6083708933316665e-05
sure,-2.2286025096528636e-06,2.2286025096528636e-06
",",-1.1549632751628876e-05,1.1549632751628876e-05
no,1.2434095065348297e-06,1.2434095065348297e-06
problem,1.2919688370536474e-05,1.2919688370536474e-05
.,-4.454744259604041e-06,4.454744259604041e-06
i,-4.776867024735827e-06,4.776867024735827e-06
will,-5.4066754788168096e-06,5.4066754788168096e-06
just,-2.611220115154603e-06,2.611220115154603e-06
drop,2.8269823201832094e-06,2.8269823201832094e-06
the,-7.595302667969488e-06,7.595302667969488e-06
matter,-6.78958570574365e-07,6.78958570574365e-07
after,-5.127857898923935e-06,5.127857898923935e-06
ve,-6.528253129274154e-06,6.528253129274154e-06
##rdy,-1.4180908903730886e-07,1.4180908903730886e-07
p,-1.8977529097721072e-06,1.8977529097721072e-06
responds,3.1060293548761357e-06,3.1060293548761357e-06
conde,-6.969682462475752e-06,6.969682462475752e-06
##sc,-5.277608546369882e-07,5.277608546369882e-07
##ending,2.143567593210499e-06,2.143567593210499e-06
##ly,-6.212749686135538e-06,6.212749686135538e-06
and,-2.059915201145172e-06,2.059915201145172e-06
name,2.750579963655395e-06,2.750579963655395e-06
-,9.136174099431019e-07,9.136174099431019e-07
calls,3.196382521516411e-06,3.196382521516411e-06
;,6.242567293871257e-07,6.242567293871257e-07
absolutely,-1.3261071772429672e-05,1.3261071772429672e-05
no,1.2434095065348297e-06,1.2434095065348297e-06
conduct,7.411588275860698e-06,7.411588275860698e-06
issue,-5.309613290776645e-06,5.309613290776645e-06
there,-7.527218661919763e-06,7.527218661919763e-06
.,-4.454744259604041e-06,4.454744259604041e-06
there,-7.527218661919763e-06,7.527218661919763e-06
is,-5.407936406313391e-06,5.407936406313391e-06
also,-4.5030522231916126e-06,4.5030522231916126e-06
no,1.2434095065348297e-06,1.2434095065348297e-06
issue,-5.309613290776645e-06,5.309613290776645e-06
in,-8.761780218800968e-06,8.761780218800968e-06
his,-1.381933453306177e-05,1.381933453306177e-05
insistence,-1.7574493210491723e-05,1.7574493210491723e-05
that,-1.4210119980159876e-05,1.4210119980159876e-05
he,-4.15585623660479e-06,4.15585623660479e-06
is,-5.407936406313391e-06,5.407936406313391e-06
right,4.881415681188899e-07,4.881415681188899e-07
and,-2.059915201145172e-06,2.059915201145172e-06
everybody,-1.902138986125699e-05,1.902138986125699e-05
around,-1.3921953766779672e-06,1.3921953766779672e-06
him,-1.1887263538134959e-05,1.1887263538134959e-05
is,-5.407936406313391e-06,5.407936406313391e-06
wrong,9.237951711976742e-06,9.237951711976742e-06
",",-1.1549632751628876e-05,1.1549632751628876e-05
even,-7.368959172768188e-06,7.368959172768188e-06
in,-8.761780218800968e-06,8.761780218800968e-06
the,-7.595302667969488e-06,7.595302667969488e-06
face,7.76648469559e-06,7.76648469559e-06
of,1.5661083297176046e-05,1.5661083297176046e-05
proof,-2.4586856172965662e-05,2.4586856172965662e-05
.,-4.454744259604041e-06,4.454744259604041e-06
=,-9.080288513006843e-06,9.080288513006843e-06
=,-9.080288513006843e-06,9.080288513006843e-06
in,-4.359427129783283e-06,4.359427129783283e-06
alternate,-4.462934480028898e-06,4.462934480028898e-06
or,1.7469646279521708e-06,1.7469646279521708e-06
future,2.1271960368393454e-06,2.1271960368393454e-06
history,-4.819401271464028e-06,4.819401271464028e-06
/,4.526944582802127e-06,4.526944582802127e-06
fiction,-1.2033157079881286e-05,1.2033157079881286e-05
=,-9.080288513006843e-06,9.080288513006843e-06
=,-9.080288513006843e-06,9.080288513006843e-06
what,-1.1175089517863329e-05,1.1175089517863329e-05
movies,-6.839021987527914e-06,6.839021987527914e-06
have,-6.039460378097451e-06,6.039460378097451e-06
had,-4.559272051898722e-06,4.559272051898722e-06
mount,-1.2310296087563013e-06,1.2310296087563013e-06
rush,1.6317435693249237e-07,1.6317435693249237e-07
##more,-7.51061932766341e-07,7.51061932766341e-07
altered,6.383354989734926e-06,6.383354989734926e-06
with,-1.6983513231762125e-06,1.6983513231762125e-06
one,1.106988266169255e-05,1.106988266169255e-05
or,1.7469646279521708e-06,1.7469646279521708e-06
more,-6.391811279025475e-06,6.391811279025475e-06
future,2.1271960368393454e-06,2.1271960368393454e-06
presidents,6.009918478128581e-06,6.009918478128581e-06
?,4.273964090486451e-06,4.273964090486451e-06
i,-9.948426002315282e-06,9.948426002315282e-06
seem,-1.4652909938408132e-05,1.4652909938408132e-05
to,8.778341373012215e-06,8.778341373012215e-06
remember,-1.2721594292068816e-05,1.2721594292068816e-05
a,7.9391525358254e-06,7.9391525358254e-06
black,2.1177509418471457e-06,2.1177509418471457e-06
woman,-3.7415087771019926e-06,3.7415087771019926e-06
was,2.7088985874511074e-06,2.7088985874511074e-06
added,-2.0911310933431773e-06,2.0911310933431773e-06
in,-4.359427129783283e-06,4.359427129783283e-06
some,-1.3157262586820986e-05,1.3157262586820986e-05
movie,-8.079731419140149e-06,8.079731419140149e-06
set,-1.0189002920433745e-05,1.0189002920433745e-05
in,-4.359427129783283e-06,4.359427129783283e-06
the,-5.668064814008811e-06,5.668064814008811e-06
year,-8.91335830519809e-06,8.91335830519809e-06
205,-4.171516672333076e-06,4.171516672333076e-06
##0,5.610864095578346e-06,5.610864095578346e-06
or,1.7469646279521708e-06,1.7469646279521708e-06
something,6.437140639798226e-06,6.437140639798226e-06
.,-1.5426656642727997e-07,1.5426656642727997e-07
it,-5.910533678382217e-06,5.910533678382217e-06
may,2.9615327147297432e-05,2.9615327147297432e-05
mean,-2.4185860564324794e-05,2.4185860564324794e-05
that,3.3002268630680146e-05,3.3002268630680146e-05
the,7.294606431561811e-05,7.294606431561811e-05
color,-6.512460228789783e-06,6.512460228789783e-06
is,2.6465356846685622e-05,2.6465356846685622e-05
recommended,4.509061719055563e-05,4.509061719055563e-05
by,4.304262833581865e-06,4.304262833581865e-06
os,-8.938247383536319e-06,8.938247383536319e-06
##ha,-2.942701408159882e-05,2.942701408159882e-05
for,-1.3868239963431717e-05,1.3868239963431717e-05
use,-2.5205692138599445e-05,2.5205692138599445e-05
by,4.304262833581865e-06,4.304262833581865e-06
people,3.5052854510607187e-06,3.5052854510607187e-06
working,9.806368380056116e-07,9.806368380056116e-07
near,-5.825643982961618e-06,5.825643982961618e-06
construction,-1.8777959235014954e-06,1.8777959235014954e-06
sites,4.505773024554207e-05,4.505773024554207e-05
.,4.2025876229208565e-06,4.2025876229208565e-06
it,-5.910533678382217e-06,5.910533678382217e-06
is,2.6465356846685622e-05,2.6465356846685622e-05
probably,-4.391496206681886e-05,4.391496206681886e-05
a,-2.413294085881349e-05,2.413294085881349e-05
loud,-4.642952476909204e-05,4.642952476909204e-05
",",-3.768676163646562e-05,3.768676163646562e-05
fluorescent,-1.9083581582646578e-05,1.9083581582646578e-05
color,-6.512460228789783e-06,6.512460228789783e-06
.,4.2025876229208565e-06,4.2025876229208565e-06
`,-9.8395199053613e-06,9.8395199053613e-06
`,-9.8395199053613e-06,9.8395199053613e-06
`,-9.8395199053613e-06,9.8395199053613e-06
the,4.7188758554841835e-06,4.7188758554841835e-06
people,1.3331159423094993e-06,1.3331159423094993e-06
in,-5.431602678063546e-06,5.431602678063546e-06
charge,-6.036263481957417e-07,6.036263481957417e-07
of,1.1435461403424214e-05,1.1435461403424214e-05
wikipedia,8.27641167992698e-06,8.27641167992698e-06
have,-4.773013034953099e-06,4.773013034953099e-06
closed,-3.5789095910983853e-06,3.5789095910983853e-06
the,4.7188758554841835e-06,4.7188758554841835e-06
entrance,-1.6222300262210222e-05,1.6222300262210222e-05
and,-7.224443424936064e-06,7.224443424936064e-06
opened,-1.0381131901451273e-05,1.0381131901451273e-05
a,-7.021085492607084e-06,7.021085492607084e-06
discussion,-1.25367968008389e-05,1.25367968008389e-05
on,3.3301882490371766e-06,3.3301882490371766e-06
her,1.0669741781891822e-05,1.0669741781891822e-05
who,-1.819326011591996e-05,1.819326011591996e-05
does,9.127754293453584e-06,9.127754293453584e-06
not,-1.0478008226425048e-05,1.0478008226425048e-05
seem,-1.6574286247437484e-05,1.6574286247437484e-05
that,-2.1457997130939863e-06,2.1457997130939863e-06
she,2.9963120484073793e-06,2.9963120484073793e-06
is,7.828793374631237e-06,7.828793374631237e-06
going,-6.29397367739373e-06,6.29397367739373e-06
to,-1.2633713788721683e-05,1.2633713788721683e-05
arrive,-9.951586781593751e-06,9.951586781593751e-06
nowhere,-1.2541846240170819e-05,1.2541846240170819e-05
.,1.911769017965412e-05,1.911769017965412e-05
`,-9.8395199053613e-06,9.8395199053613e-06
`,-9.8395199053613e-06,9.8395199053613e-06
google,5.120862723610467e-06,5.120862723610467e-06
translate,-2.1133161096181607e-05,2.1133161096181607e-05
`,-9.8395199053613e-06,9.8395199053613e-06
`,-9.8395199053613e-06,9.8395199053613e-06
gods,-1.4882214910233016e-05,1.4882214910233016e-05
##peed,6.440641356705542e-06,6.440641356705542e-06
john,3.989371943157208e-06,3.989371943157208e-06
glenn,8.142410251975726e-06,8.142410251975726e-06
!,1.2952733551001264e-05,1.2952733551001264e-05
`,-9.8395199053613e-06,9.8395199053613e-06
`,1.0494262932612216e-06,1.0494262932612216e-06
=,1.4913514348317185e-05,1.4913514348317185e-05
=,1.4913514348317185e-05,1.4913514348317185e-05
dangling,8.503625551494402e-06,8.503625551494402e-06
citation,-1.4943829906519751e-05,1.4943829906519751e-05
=,1.4913514348317185e-05,1.4913514348317185e-05
=,1.4913514348317185e-05,1.4913514348317185e-05
`,1.0494262932612216e-06,1.0494262932612216e-06
`,1.0494262932612216e-06,1.0494262932612216e-06
the,-1.8095046829731708e-05,1.8095046829731708e-05
federal,-1.9347265079749464e-06,1.9347265079749464e-06
clean,-1.4366407556775945e-05,1.4366407556775945e-05
air,-1.3052781626338158e-05,1.3052781626338158e-05
act,-1.1103913316955917e-05,1.1103913316955917e-05
outlaws,-3.9615457590078755e-06,3.9615457590078755e-06
the,-1.8095046829731708e-05,1.8095046829731708e-05
sale,-2.1800616895627895e-05,2.1800616895627895e-05
of,5.174151231778136e-06,5.174151231778136e-06
these,-9.908000090085178e-06,9.908000090085178e-06
vehicles,-9.418790080300699e-07,9.418790080300699e-07
anywhere,-4.360379225784072e-06,4.360379225784072e-06
except,-8.147764423748325e-06,8.147764423748325e-06
in,-4.09847502770087e-06,4.09847502770087e-06
california,2.2279999566760788e-06,2.2279999566760788e-06
",",-2.9848221992429468e-06,2.9848221992429468e-06
new,5.334917981091181e-06,5.334917981091181e-06
york,-9.644344518146378e-06,9.644344518146378e-06
",",-2.9848221992429468e-06,2.9848221992429468e-06
and,5.031938489874087e-06,5.031938489874087e-06
six,-8.873903771632271e-07,8.873903771632271e-07
other,-4.1268384367965355e-06,4.1268384367965355e-06
northeast,5.2528177741911946e-09,5.2528177741911946e-09
states,-9.577351645559391e-06,9.577351645559391e-06
that,2.275639382683582e-07,2.275639382683582e-07
share,-1.2005184064496644e-06,1.2005184064496644e-06
california,2.2279999566760788e-06,2.2279999566760788e-06
##s,-6.520189535139507e-06,6.520189535139507e-06
emission,2.3436537927504553e-06,2.3436537927504553e-06
standards,-1.2247567500406842e-05,1.2247567500406842e-05
.,-4.009464782119229e-06,4.009464782119229e-06
[,-6.58624296293068e-07,6.58624296293068e-07
1,5.6362709909313565e-06,5.6362709909313565e-06
],-6.7163984189993944e-06,6.7163984189993944e-06
`,1.0494262932612216e-06,1.0494262932612216e-06
`,1.0494262932612216e-06,1.0494262932612216e-06
that,2.275639382683582e-07,2.275639382683582e-07
citation,-1.4943829906519751e-05,1.4943829906519751e-05
goes,5.4137967811462765e-06,5.4137967811462765e-06
to,1.3703835855513514e-06,1.3703835855513514e-06
nowhere,-7.774589087985896e-07,7.774589087985896e-07
and,5.031938489874087e-06,5.031938489874087e-06
some,-1.4820385859141407e-05,1.4820385859141407e-05
quick,-6.098517989385121e-06,6.098517989385121e-06
looking,-7.316845733451883e-06,7.316845733451883e-06
around,-1.0471805181883756e-06,1.0471805181883756e-06
shows,-6.3027407757618215e-06,6.3027407757618215e-06
nothing,-1.2456525482857123e-07,1.2456525482857123e-07
that,2.275639382683582e-07,2.275639382683582e-07
backs,-3.6311773572753166e-06,3.6311773572753166e-06
up,-5.411702174472412e-07,5.411702174472412e-07
that,2.275639382683582e-07,2.275639382683582e-07
claim,-1.3804500539318872e-06,1.3804500539318872e-06
.,-4.009464782119229e-06,4.009464782119229e-06
let,3.231541038073413e-05,3.231541038073413e-05
.,-4.828392240299559e-05,4.828392240299559e-05
also,-5.785375364526159e-05,5.785375364526159e-05
the,-1.530989484734682e-05,1.530989484734682e-05
ip,1.3537247160980438e-05,1.3537247160980438e-05
is,1.2622650654657394e-06,1.2622650654657394e-06
d,1.905821435979944e-06,1.905821435979944e-06
##yan,1.2313975962026966e-05,1.2313975962026966e-05
##mic,-1.8726551067684316e-05,1.8726551067684316e-05
for,-5.619805646942548e-06,5.619805646942548e-06
some,-3.516310533273072e-05,3.516310533273072e-05
reason,2.584719420863655e-06,2.584719420863655e-06
it,-2.668714382811548e-05,2.668714382811548e-05
changes,-4.071769224987052e-06,4.071769224987052e-06
daily,-7.812971607300585e-06,7.812971607300585e-06
",",8.766967025694442e-06,8.766967025694442e-06
so,-9.859243421781735e-06,9.859243421781735e-06
it,-2.668714382811548e-05,2.668714382811548e-05
will,-1.5684975772665926e-05,1.5684975772665926e-05
only,6.126316848708151e-06,6.126316848708151e-06
give,-6.3090907102655235e-06,6.3090907102655235e-06
me,3.4727896195425332e-06,3.4727896195425332e-06
a,-7.996014633542034e-07,7.996014633542034e-07
24,-3.0538992811705136e-06,3.0538992811705136e-06
hour,-7.813341643651098e-06,7.813341643651098e-06
block,5.305347650148112e-06,5.305347650148112e-06
",",8.766967025694442e-06,8.766967025694442e-06
while,-1.2334600810138749e-05,1.2334600810138749e-05
other,-1.297499648572479e-05,1.297499648572479e-05
people,3.263387545578755e-06,3.263387545578755e-06
suffer,-5.317425978904751e-06,5.317425978904751e-06
for,-5.619805646942548e-06,5.619805646942548e-06
nothing,-1.9495638914420584e-06,1.9495638914420584e-06
.,-4.828392240299559e-05,4.828392240299559e-05
1,3.911720187472417e-05,3.911720187472417e-05
edit,1.4574133570554e-05,1.4574133570554e-05
",",8.766967025694442e-06,8.766967025694442e-06
does,-6.426828220197804e-06,6.426828220197804e-06
not,-1.4865636577880021e-05,1.4865636577880021e-05
create,5.482919078326755e-06,5.482919078326755e-06
a,-7.996014633542034e-07,7.996014633542034e-07
6,5.677483034095951e-06,5.677483034095951e-06
month,-8.748402684912027e-06,8.748402684912027e-06
block,5.305347650148112e-06,5.305347650148112e-06
!,1.0611087887612724e-05,1.0611087887612724e-05
!,1.0611087887612724e-05,1.0611087887612724e-05
!,1.0611087887612724e-05,1.0611087887612724e-05
.,-4.828392240299559e-05,4.828392240299559e-05
short,-7.671409155727242e-06,7.671409155727242e-06
##en,-7.817777539495388e-06,7.817777539495388e-06
please,4.5849618354637665e-06,4.5849618354637665e-06
.,-4.828392240299559e-05,4.828392240299559e-05
red,-3.840497571339283e-07,3.840497571339283e-07
##ire,2.486809422101229e-06,2.486809422101229e-06
##ct,-8.513103899832432e-06,8.513103899832432e-06
talk,4.153158801250344e-06,4.153158801250344e-06
:,7.364576537493961e-07,7.364576537493961e-07
mario,-3.1496342950417925e-06,3.1496342950417925e-06
##s,-4.754395759282988e-06,4.754395759282988e-06
fifth,5.266716050571459e-07,5.266716050571459e-07
studio,-5.597132026718737e-06,5.597132026718737e-06
album,-3.4551056841958917e-06,3.4551056841958917e-06
lets,-2.639721591058365e-06,2.639721591058365e-06
end,1.6089622930866688e-07,1.6089622930866688e-07
it,-1.990821789492769e-06,1.990821789492769e-06
now,1.0141289652835651e-06,1.0141289652835651e-06
its,3.9449727131733845e-07,3.9449727131733845e-07
over,-1.1883343104213998e-06,1.1883343104213998e-06
gt,2.159941704577948e-06,2.159941704577948e-06
is,6.424884384673544e-07,6.424884384673544e-07
wat,2.3007061325932228e-07,2.3007061325932228e-07
##ever,-6.243352894121092e-08,6.243352894121092e-08
you,4.104667160352852e-07,4.104667160352852e-07
think,-2.2137220976406115e-06,2.2137220976406115e-06
it,-1.990821789492769e-06,1.990821789492769e-06
is,6.424884384673544e-07,6.424884384673544e-07
period,-4.196803396760278e-07,4.196803396760278e-07
.,6.657306784099999e-07,6.657306784099999e-07
good,-2.985898436458383e-06,2.985898436458383e-06
night,-5.2167916229139935e-06,5.2167916229139935e-06
guys,-1.1126349410761525e-06,1.1126349410761525e-06
.,6.657306784099999e-07,6.657306784099999e-07
`,0.0018924036886647253,0.0018924036886647253
=,0.002013736819426685,0.002013736819426685
=,0.002013736819426685,0.002013736819426685
mo,0.00024478727788549657,0.00024478727788549657
##ot,0.021148733032591766,0.021148733032591766
is,0.011327696110769834,0.011327696110769834
a,0.0214918044735121,0.0214918044735121
fa,0.046335054957514124,0.046335054957514124
##gg,0.0616958087996858,0.0616958087996858
##ot,0.021148733032591766,0.021148733032591766
=,0.002013736819426685,0.002013736819426685
=,0.002013736819426685,0.002013736819426685
he,0.016424707999154162,0.016424707999154162
claims,0.027765465661397103,0.027765465661397103
you,0.1715322115797276,0.1715322115797276
are,0.017512895209165193,0.017512895209165193
a,0.0214918044735121,0.0214918044735121
`,0.0018924036886647253,0.0018924036886647253
`,0.0018924036886647253,0.0018924036886647253
sock,0.01508794885131632,0.01508794885131632
puppet,0.05190414950862606,0.05190414950862606
of,0.02066789247001062,0.02066789247001062
a,0.0214918044735121,0.0214918044735121
disgusting,0.01895740182054315,0.01895740182054315
tran,0.010676910395553862,0.010676910395553862
##ny,0.009321924117107383,0.009321924117107383
freak,0.011852746429049276,0.011852746429049276
.,0.022691497607431416,0.022691497607431416
`,0.0018924036886647253,0.0018924036886647253
`,0.0018924036886647253,0.0018924036886647253
but,-0.012571735725466085,0.012571735725466085
honey,0.00466190680037273,0.00466190680037273
i,-0.022215267874281932,0.022215267874281932
do,0.010976315981050932,0.010976315981050932
not,0.011129379488015803,0.011129379488015803
think,0.018236928035519743,0.018236928035519743
that,0.006383009389289286,0.006383009389289286
is,0.011327696110769834,0.011327696110769834
true,0.012308332409762509,0.012308332409762509
.,0.022691497607431416,0.022691497607431416
so,0.0398543000876439,0.0398543000876439
why,-0.012631583814290649,0.012631583814290649
do,0.010976315981050932,0.010976315981050932
not,0.011129379488015803,0.011129379488015803
we,-0.04243294241916497,0.04243294241916497
get,0.054445907840326845,0.054445907840326845
drunk,0.034203847142383725,0.034203847142383725
and,0.0256382123252513,0.0256382123252513
screw,0.06305966311723635,0.06305966311723635
!,0.04947496899405812,0.04947496899405812
`,0.0018924036886647253,0.0018924036886647253
squeak,2.7099056918106957e-06,2.7099056918106957e-06
##box,7.313536484600237e-06,7.313536484600237e-06
went,-1.4155084852731863e-05,1.4155084852731863e-05
over,-2.9914301762959576e-06,2.9914301762959576e-06
to,7.414299819614403e-06,7.414299819614403e-06
wi,-1.704289376572294e-06,1.704289376572294e-06
##ki,8.59980593865139e-06,8.59980593865139e-06
global,6.86764296201803e-06,6.86764296201803e-06
elite,-8.067854502548463e-06,8.067854502548463e-06
",",-1.5578744879139715e-05,1.5578744879139715e-05
an,-8.224884373385236e-06,8.224884373385236e-06
independent,-7.349095750462122e-06,7.349095750462122e-06
site,5.1114056348282904e-06,5.1114056348282904e-06
using,-1.1504878216632402e-05,1.1504878216632402e-05
licensed,-7.237891875499119e-06,7.237891875499119e-06
wi,-1.704289376572294e-06,1.704289376572294e-06
##ki,8.59980593865139e-06,8.59980593865139e-06
media,-1.639259452944444e-06,1.639259452944444e-06
technology,5.498062285847456e-06,5.498062285847456e-06
and,-6.166135300344967e-07,6.166135300344967e-07
van,8.699442155078258e-06,8.699442155078258e-06
##dal,7.069547116188029e-06,7.069547116188029e-06
##ized,-1.0365805099455809e-06,1.0365805099455809e-06
many,-4.105725409697995e-06,4.105725409697995e-06
pages,-1.0447900959316296e-05,1.0447900959316296e-05
",",-1.5578744879139715e-05,1.5578744879139715e-05
not,-5.698920057196693e-06,5.698920057196693e-06
only,-5.274735816151458e-06,5.274735816151458e-06
of,9.760948171860769e-06,9.760948171860769e-06
myself,-2.4595746275341357e-06,2.4595746275341357e-06
",",-1.5578744879139715e-05,1.5578744879139715e-05
but,-5.70921103309452e-07,5.70921103309452e-07
eras,-3.994479558651594e-06,3.994479558651594e-06
##ing,6.29935302115744e-06,6.29935302115744e-06
history,-7.450824530715998e-06,7.450824530715998e-06
pages,-1.0447900959316296e-05,1.0447900959316296e-05
",",-1.5578744879139715e-05,1.5578744879139715e-05
and,-6.166135300344967e-07,6.166135300344967e-07
then,-8.602310100242632e-06,8.602310100242632e-06
implying,-2.8248988240329464e-06,2.8248988240329464e-06
that,-3.971657354236866e-07,3.971657354236866e-07
an,-8.224884373385236e-06,8.224884373385236e-06
administrator,1.295666298414276e-07,1.295666298414276e-07
there,-4.832846483547286e-06,4.832846483547286e-06
had,-2.7786890792349234e-06,2.7786890792349234e-06
done,-2.7477518913271625e-06,2.7477518913271625e-06
it,-9.800305629118228e-06,9.800305629118228e-06
and,-6.166135300344967e-07,6.166135300344967e-07
reporting,5.900732342026155e-07,5.900732342026155e-07
on,3.1218720532150162e-06,3.1218720532150162e-06
this,-3.4861907446451482e-06,3.4861907446451482e-06
board,-6.258271412457704e-06,6.258271412457704e-06
that,-3.971657354236866e-07,3.971657354236866e-07
his,-1.3220566961055295e-05,1.3220566961055295e-05
page,-6.36716263771837e-06,6.36716263771837e-06
had,-2.7786890792349234e-06,2.7786890792349234e-06
been,1.770491270866664e-06,1.770491270866664e-06
locked,3.926792964841369e-06,3.926792964841369e-06
in,-8.613279543289951e-06,8.613279543289951e-06
and,-6.166135300344967e-07,6.166135300344967e-07
the,2.349793114302463e-07,2.349793114302463e-07
page,-6.36716263771837e-06,6.36716263771837e-06
composed,-7.896909779921136e-06,7.896909779921136e-06
by,-6.755747392338462e-06,6.755747392338462e-06
`,-1.1664854129009474e-06,1.1664854129009474e-06
:,8.9422238993928e-06,8.9422238993928e-06
:,8.9422238993928e-06,8.9422238993928e-06
the,-3.7413181566422236e-06,3.7413181566422236e-06
fact,5.8172020241177525e-06,5.8172020241177525e-06
is,-2.4459821599400047e-06,2.4459821599400047e-06
we,-6.495102279189924e-06,6.495102279189924e-06
link,2.552948980469965e-06,2.552948980469965e-06
resources,5.010854820075535e-07,5.010854820075535e-07
managed,-5.261034252523532e-06,5.261034252523532e-06
by,-9.81352697003685e-06,9.81352697003685e-06
individuals,-1.5611970075802615e-05,1.5611970075802615e-05
that,-3.424604888821468e-06,3.424604888821468e-06
could,-7.559603024750655e-06,7.559603024750655e-06
theoretically,-4.879845541004689e-06,4.879845541004689e-06
be,-4.127633123319926e-06,4.127633123319926e-06
subject,-5.972924635684522e-06,5.972924635684522e-06
to,3.3022731299899557e-06,3.3022731299899557e-06
cap,1.4699413086316715e-07,1.4699413086316715e-07
##ric,-7.5598877403809965e-06,7.5598877403809965e-06
##ious,4.5409142414666714e-06,4.5409142414666714e-06
change,-3.5200062833950593e-06,3.5200062833950593e-06
all,-3.6218908294900802e-06,3.6218908294900802e-06
the,-3.7413181566422236e-06,3.7413181566422236e-06
time,4.881123308682449e-07,4.881123308682449e-07
.,-2.7220770135324905e-07,2.7220770135324905e-07
the,-3.7413181566422236e-06,3.7413181566422236e-06
first,-4.781751895796036e-06,4.781751895796036e-06
bullet,6.866102637790988e-07,6.866102637790988e-07
is,-2.4459821599400047e-06,2.4459821599400047e-06
extracted,-1.1663872653752865e-05,1.1663872653752865e-05
from,-8.547619810295986e-07,8.547619810295986e-07
a,-7.0193776350217835e-06,7.0193776350217835e-06
point,2.8507347093799516e-06,2.8507347093799516e-06
at,3.5090955547730887e-07,3.5090955547730887e-07
w,-5.2685289365998895e-06,5.2685289365998895e-06
##p,3.092485099720442e-06,3.092485099720442e-06
:,8.9422238993928e-06,8.9422238993928e-06
el,3.1898243484392054e-06,3.1898243484392054e-06
##no,2.3787109294246917e-06,2.3787109294246917e-06
that,-3.424604888821468e-06,3.424604888821468e-06
refers,-6.154113070853779e-06,6.154113070853779e-06
to,3.3022731299899557e-06,3.3022731299899557e-06
a,-7.0193776350217835e-06,7.0193776350217835e-06
`,-1.1664854129009474e-06,1.1664854129009474e-06
`,-1.1664854129009474e-06,1.1664854129009474e-06
site,2.7475460616043013e-06,2.7475460616043013e-06
that,-3.424604888821468e-06,3.424604888821468e-06
mis,1.2750713586901956e-06,1.2750713586901956e-06
##lea,2.042551894319793e-07,2.042551894319793e-07
##ds,7.0533156826028425e-06,7.0533156826028425e-06
the,-3.7413181566422236e-06,3.7413181566422236e-06
reader,-5.008730034017067e-06,5.008730034017067e-06
",",-6.326206661340649e-06,6.326206661340649e-06
`,-1.1664854129009474e-06,1.1664854129009474e-06
`,-1.1664854129009474e-06,1.1664854129009474e-06
which,-5.869316009185971e-06,5.869316009185971e-06
does,-2.889218305085724e-06,2.889218305085724e-06
not,-6.092333658406194e-06,6.092333658406194e-06
seem,-1.0665099635842132e-05,1.0665099635842132e-05
to,3.3022731299899557e-06,3.3022731299899557e-06
apply,-1.0751036383411938e-05,1.0751036383411938e-05
here,-1.2388725838556908e-05,1.2388725838556908e-05
.,-2.7220770135324905e-07,2.7220770135324905e-07
i,-1.764747429142836e-05,1.764747429142836e-05
am,-1.3713984637724732e-06,1.3713984637724732e-06
providing,-2.569737381749974e-05,2.569737381749974e-05
the,-1.4205232435849167e-05,1.4205232435849167e-05
reliable,-1.4587274703724062e-05,1.4587274703724062e-05
source,-5.104962839066345e-06,5.104962839066345e-06
but,-7.398370751026764e-06,7.398370751026764e-06
no,3.2012914604340384e-06,3.2012914604340384e-06
one,-9.371582881299326e-06,9.371582881299326e-06
is,2.6253287404971113e-05,2.6253287404971113e-05
trying,-1.2954325829062654e-05,1.2954325829062654e-05
to,-1.533921370015585e-05,1.533921370015585e-05
change,-5.807444632488665e-06,5.807444632488665e-06
it,-6.080982337594244e-06,6.080982337594244e-06
.,6.909521166177729e-06,6.909521166177729e-06
g,1.8830276442185514e-06,1.8830276442185514e-06
##q,1.3383005641180327e-06,1.3383005641180327e-06
ic,-2.051342509810049e-06,2.051342509810049e-06
&,1.2162219889712406e-06,1.2162219889712406e-06
pg,-1.2169764074210947e-07,1.2169764074210947e-07
;,6.013719013231619e-06,6.013719013231619e-06
=,1.405245096869326e-06,1.405245096869326e-06
pa,-1.048261506285842e-07,1.048261506285842e-07
##36,1.3990602158063706e-06,1.3990602158063706e-06
&,1.2162219889712406e-06,1.2162219889712406e-06
lp,-5.022627470123031e-06,5.022627470123031e-06
##g,-1.4010005526684365e-07,1.4010005526684365e-07
;,6.013719013231619e-06,6.013719013231619e-06
=,1.405245096869326e-06,1.405245096869326e-06
pa,-1.048261506285842e-07,1.048261506285842e-07
##36,1.3990602158063706e-06,1.3990602158063706e-06
&,1.2162219889712406e-06,1.2162219889712406e-06
dq,-4.128586845682657e-06,4.128586845682657e-06
;,6.013719013231619e-06,6.013719013231619e-06
=,1.405245096869326e-06,1.405245096869326e-06
ku,-1.8007958145347955e-06,1.8007958145347955e-06
##sh,-3.408098503195417e-07,3.408098503195417e-07
##wa,-4.035906173182335e-06,4.035906173182335e-06
##ha,1.451267115103954e-06,1.451267115103954e-06
+,-6.563966892133744e-08,6.563966892133744e-08
